,key,3,10,5,auditReportDate
15055,2019.04.012019.04.01SB(2018.12)087220180111-0311083,스틸플라워,180111-0311083,(2018.12),2018년5월29일_2018년12월31일_2019년3월27일_
2327,2016.05.262016.03.30SB(2015.12)180111-0312031,한국우사회,180111-0312031,(2015.12),2015년12월31일_2016년2월26일_2014년12월31일_
6093,2017.03.312017.03.31SB(2016.12)180111-0312031,한국우사회,180111-0312031,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
10689,2018.04.022018.04.02SB(2017.12)180111-0312031,한국우사회,180111-0312031,(2017.12),2018년2월28일_2016년12월31일_2017년12월31일_
15740,2019.04.012019.04.01SB(2018.12)180111-0312031,한국우사회,180111-0312031,(2018.12),2018년12월31일_2019년3월5일_2017년12월31일_
20873,2020.03.302020.03.30SB(2019.12)180111-0312031,한국우사회,180111-0312031,(2019.12),2019년12월31일_2018년12월31일_2020년2월25일_
5662,2017.03.312017.03.31SB(2016.12)241690180111-0327981,유니테크노,180111-0327981,(2016.12),2015년12월31일_2016년3월31일_2016년12월31일_2017년2월28일_
9438,2018.03.302018.03.30SB(2017.12)241690180111-0327981,유니테크노,180111-0327981,(2017.12),2016년12월31일_2018년3월8일_2017년12월31일_
15370,2019.04.012019.04.01SB(2018.12)241690180111-0327981,유니테크노,180111-0327981,(2018.12),2018년12월31일_2019년3월12일_2017년12월31일_
20295,2020.03.302020.03.30SB(2019.12)241690180111-0327981,유니테크노,180111-0327981,(2019.12),2019년12월31일_2018년12월31일_2020년3월6일_
1353,2016.03.302016.03.30SB(2015.12)073010180111-0328550,케이에스피,180111-0328550,(2015.12),2015년12월31일_2016년3월21일_2014년12월31일_
6432,2017.05.242017.03.29SB(2016.12)073010180111-0328550,케이에스피,180111-0328550,(2016.12),2017년3월28일_2016년7월22일_2017년3월22일_2017년3월20일_2015년12월31일_2016년11월15일_2017년2월15일_2016년12월31일_2016년9월8일_
10564,2018.04.022018.04.02SB(2017.12)073010180111-0328550,케이에스피,180111-0328550,(2017.12),2016년7월22일_2017년3월28일_2017년4월18일_2016년11월15일_2018년3월30일_2018년4월18일_2017년2월15일_2016년12월31일_2017년12월31일_2016년9월8일_2018년03월30일_
16353,2019.08.142019.04.01SB(2018.12)073010180111-0328550,케이에스피,180111-0328550,(2018.12),2018년12월31일_2019년3월20일_
20579,2020.03.302020.03.30SB(2019.12)073010180111-0328550,케이에스피,180111-0328550,(2019.12),2019년12월31일_2020년3월18일_
733,2016.03.302016.03.30SB(2015.12)086670180111-0331502,비엠티,180111-0331502,(2015.12),2015년12월31일_2014년12월31일_2016년3월16일_
5199,2017.03.312017.03.31SB(2016.12)086670180111-0331502,비엠티,180111-0331502,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
9186,2018.03.302018.03.30SB(2017.12)086670180111-0331502,비엠티,180111-0331502,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
13975,2019.03.292019.03.29SB(2018.12)086670180111-0331502,비엠티,180111-0331502,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
18762,2020.03.272020.03.27SB(2019.12)086670180111-0331502,비엠티,180111-0331502,(2019.12),2019년12월31일_2020년3월12일_
1441,2016.03.302016.03.30SB(2015.12)084870180111-0346204,티비에이치글로벌,180111-0346204,(2015.12),2015년12월31일_2016년3월18일_2014년12월31일_
5976,2017.03.312017.03.31SB(2016.12)084870180111-0346204,티비에이치글로벌,180111-0346204,(2016.12),2015년12월31일_2016년3월18일_2016년12월31일_2017년3월17일_
9608,2018.03.302018.03.30SB(2017.12)084870180111-0346204,티비에이치글로벌,180111-0346204,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
15646,2019.04.012019.04.01SB(2018.12)084870180111-0346204,티비에이치글로벌,180111-0346204,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
20715,2020.03.302020.03.30SB(2019.12)084870180111-0346204,티비에이치글로벌,180111-0346204,(2019.12),2019년12월31일_2018년12월31일_2020년3월26일_
1196,2016.03.302016.03.30SB(2015.12)091120180111-0348945,이엠텍,180111-0348945,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
6321,2017.04.142017.03.31SB(2016.12)091120180111-0348945,이엠텍,180111-0348945,(2016.12),2015년12월31일_2016년3월10일_2016년12월31일_2017년3월7일_
9472,2018.03.302018.03.30SB(2017.12)091120180111-0348945,이엠텍,180111-0348945,(2017.12),2018년3월13일_2016년12월31일_2017년3월7일_2017년12월31일_
14192,2019.03.292019.03.29SB(2018.12)091120180111-0348945,이엠텍,180111-0348945,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
18841,2020.03.272020.03.27SB(2019.12)091120180111-0348945,이엠텍,180111-0348945,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
2019,2016.05.132016.03.30SB(2015.12)196700180111-0378835,웹스,180111-0378835,(2015.12),2015년12월31일_2016년3월17일_2014년3월26일_2014년1월1일_2014년12월31일_
5647,2017.03.312017.03.31SB(2016.12)196700180111-0378835,웹스,180111-0378835,(2016.12),2017년3월16일_2017년1월6일_2015년12월31일_2016년3월17일_2017년3월13일_2016년12월31일_
11000,2018.06.042018.03.30SB(2017.12)196700180111-0378835,웹스,180111-0378835,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
14155,2019.03.292019.03.29SB(2018.12)196700180111-0378835,웹스,180111-0378835,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
20274,2020.03.302020.03.30SB(2019.12)196700180111-0378835,웹스,180111-0378835,(2019.12),2019년12월31일_2018년12월31일_2020년3월10일_
19,2016.03.162016.03.16SB(2015.12)064960180111-0396069,S&T모티브,180111-0396069,(2015.12),2015년12월31일_2016년2월18일_2014년12월31일_
4124,2017.03.082017.03.08SB(2016.12)064960180111-0396069,S&T모티브,180111-0396069,(2016.12),2015년12월31일_2016년2월18일_2016년12월31일_2017년2월20일_
8727,2018.03.142018.03.14SB(2017.12)064960180111-0396069,S&T모티브,180111-0396069,(2017.12),2017년2월20일_2016년12월31일_2017년12월31일_2018년2월14일_
13614,2019.02.282019.02.28SB(2018.12)064960180111-0396069,S&T모티브,180111-0396069,(2018.12),2018년12월31일_2019년2월18일_2017년12월31일_
18582,2020.03.022020.03.02SB(2019.12)064960180111-0396069,S&T모티브,180111-0396069,(2019.12),2019년12월31일_2018년12월31일_2020년2월20일_
1775,2016.04.112016.04.11SB(2015.12)089230180111-0414837,THE,180111-0414837,(2015.12),2015년12월31일_2015년12월28일_2016년4월8일_2014년12월31일_
6441,2017.05.252017.03.30SB(2016.12)089230180111-0414837,THE,180111-0414837,(2016.12),2015년12월31일_2016년4월8일_2016년12월31일_2017년3월21일_
9846,2018.04.022018.04.02SB(2017.12)089230180111-0414837,THE,180111-0414837,(2017.12),2016년12월31일_2017년12월31일_2018년3월16일_
13810,2019.03.292019.03.29SB(2018.12)089230180111-0414837,THE,180111-0414837,(2018.12),2017년12월31일_2018년12월31일_2019년3월18일_
19097,2020.03.302020.03.30SB(2019.12)089230180111-0414837,THE,180111-0414837,(2019.12),2019년12월31일_2020년3월20일_
400,2016.03.302016.03.30SB(2015.12)180111-0453710,골든블루,180111-0453710,(2015.12),2015년12월31일_2016년3월4일_2014년12월31일_
4364,2017.03.302017.03.30SB(2016.12)180111-0453710,골든블루,180111-0453710,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
9868,2018.04.022018.04.02SB(2017.12)180111-0453710,골든블루,180111-0453710,(2017.12),2016년12월31일_2017년12월31일_2018년3월9일_
14549,2019.04.012019.04.01SB(2018.12)180111-0453710,골든블루,180111-0453710,(2018.12),2018년12월31일_2019년3월11일_2017년12월31일_2018년3월9일_
18699,2020.03.272020.03.27SB(2019.12)180111-0453710,골든블루,180111-0453710,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
563,2016.03.302016.03.30SB(2015.12)083350180111-0514223,동북아10호선박투자회사,180111-0514223,(2015.12),2016년1월22일_2015년12월31일_2015년3월12일_2016년1월11일_2016년3월11일_2014년12월31일_
5005,2017.03.312017.03.31SB(2016.12)083350180111-0514223,동북아10호선박투자회사,180111-0514223,(2016.12),2015년12월31일_2017년1월11일_2017년3월8일_2017년1월24일_2016년12월31일_
564,2016.03.302016.03.30SB(2015.12)083360180111-0514231,동북아11호선박투자회사,180111-0514231,(2015.12),2015년12월31일_2016년2월1일_2015년3월12일_2016년1월19일_2016년3월11일_2014년12월31일_
5006,2017.03.312017.03.31SB(2016.12)083360180111-0514231,동북아11호선박투자회사,180111-0514231,(2016.12),2017년1월18일_2015년12월31일_2017년3월8일_2017년2월2일_2016년12월31일_
565,2016.03.302016.03.30SB(2015.12)083370180111-0514249,동북아12호선박투자회사,180111-0514249,(2015.12),2015년12월31일_2015년3월12일_2016년3월21일_2016년3월11일_2016년4월1일_2014년12월31일_
5007,2017.03.312017.03.31SB(2016.12)083370180111-0514249,동북아12호선박투자회사,180111-0514249,(2016.12),2017년3월20일_2015년12월31일_2017년3월31일_2017년3월8일_2016년12월31일_
9992,2018.04.022018.04.02SB(2017.12)083370180111-0514249,동북아12호선박투자회사,180111-0514249,(2017.12),2018년3월14일_2018년1월4일_2018년3월20일_2017년12월20일_2016년12월31일_2017년12월31일_2018년4월2일_
14718,2019.04.012019.04.01SB(2018.12)083370180111-0514249,동북아12호선박투자회사,180111-0514249,(2018.12),2018년12월31일_2019년3월13일_
18725,2020.03.272020.03.27SB(2019.12)083370180111-0514249,동북아12호선박투자회사,180111-0514249,(2019.12),2019년12월31일_2018년12월31일_2020년3월10일_
566,2016.03.302016.03.30SB(2015.12)083380180111-0514257,동북아13호선박투자회사,180111-0514257,(2015.12),2016년2월16일_2015년12월31일_2015년3월12일_2016년3월11일_2016년1월29일_2014년12월31일_
5008,2017.03.312017.03.31SB(2016.12)083380180111-0514257,동북아13호선박투자회사,180111-0514257,(2016.12),2015년12월31일_2017년3월8일_2016년12월31일_2017년1월31일_2017년2월13일_
9993,2018.04.022018.04.02SB(2017.12)083380180111-0514257,동북아13호선박투자회사,180111-0514257,(2017.12),2018년3월14일_2018년2월12일_2016년12월31일_2018년1월30일_2017년12월31일_
14719,2019.04.012019.04.01SB(2018.12)083380180111-0514257,동북아13호선박투자회사,180111-0514257,(2018.12),2018년12월31일_2019년3월13일_
18726,2020.03.272020.03.27SB(2019.12)083380180111-0514257,동북아13호선박투자회사,180111-0514257,(2019.12),2019년12월31일_2018년12월31일_2020년3월10일_
567,2016.03.302016.03.30SB(2015.12)083390180111-0514265,동북아14호선박투자회사,180111-0514265,(2015.12),2016년4월11일_2016년1월12일_2015년12월31일_2015년12월29일_2015년3월12일_2016년3월11일_2016년3월29일_2014년12월31일_
5009,2017.03.312017.03.31SB(2016.12)083390180111-0514265,동북아14호선박투자회사,180111-0514265,(2016.12),2017년3월27일_2017년4월7일_2015년12월31일_2017년3월8일_2016년12월31일_2017년1월10일_2016년12월28일_
1372,2016.03.302016.03.30SB(2015.12)090970180111-0546614,코리아퍼시픽01호선박투자회사,180111-0546614,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5907,2017.03.312017.03.31SB(2016.12)090970180111-0546614,코리아퍼시픽01호선박투자회사,180111-0546614,(2016.12),2015년12월31일_2016년3월17일_2016년12월31일_2017년3월20일_
1373,2016.03.302016.03.30SB(2015.12)090980180111-0546622,코리아퍼시픽02호선박투자회사,180111-0546622,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5908,2017.03.312017.03.31SB(2016.12)090980180111-0546622,코리아퍼시픽02호선박투자회사,180111-0546622,(2016.12),2015년12월31일_2016년3월17일_2016년12월31일_2017년3월20일_
1374,2016.03.302016.03.30SB(2015.12)090990180111-0546630,코리아퍼시픽03호선박투자회사,180111-0546630,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5909,2017.03.312017.03.31SB(2016.12)090990180111-0546630,코리아퍼시픽03호선박투자회사,180111-0546630,(2016.12),2015년12월31일_2016년3월17일_2016년12월31일_2017년3월20일_
1375,2016.03.302016.03.30SB(2015.12)091000180111-0546648,코리아퍼시픽04호선박투자회사,180111-0546648,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5910,2017.03.312017.03.31SB(2016.12)091000180111-0546648,코리아퍼시픽04호선박투자회사,180111-0546648,(2016.12),2015년12월31일_2016년3월17일_2016년12월31일_2017년3월20일_
876,2016.03.302016.03.30SB(2015.12)215600180111-0550194,신라젠,180111-0550194,(2015.12),2015년3월23일_2016년3월15일_2015년12월31일_2014년1월1일_2014년12월31일_
6424,2017.05.242017.03.30SB(2016.12)215600180111-0550194,신라젠,180111-0550194,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
10997,2018.06.042018.03.30SB(2017.12)215600180111-0550194,신라젠,180111-0550194,(2017.12),2018년3월14일_2017년3월13일_2016년12월31일_2017년12월31일_
15071,2019.04.012019.04.01SB(2018.12)215600180111-0550194,신라젠,180111-0550194,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
19882,2020.03.302020.03.30SB(2019.12)215600180111-0550194,신라젠,180111-0550194,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
1616,2016.03.302016.03.30SB(2015.12)097230180111-0602507,한진중공업,180111-0602507,(2015.12),2015년12월31일_2016년3월10일_2016년1월1일_2016년1월14일_2014년1월1일_2016년1월7일_2014년12월31일_
6157,2017.03.312017.03.31SB(2016.12)097230180111-0602507,한진중공업,180111-0602507,(2016.12),2017년3월16일_2015년12월31일_2016년5월10일_2016년3월10일_2016년12월31일_2016년1월7일_2014년12월31일_
11123,2018.06.152018.04.02SB(2017.12)097230180111-0602507,한진중공업,180111-0602507,(2017.12),2017년3월16일_2016년5월10일_2018년12월31일_2018년3월15일_2016년12월31일_2017년12월31일_
15797,2019.04.012019.04.01SB(2018.12)097230180111-0602507,한진중공업,180111-0602507,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
20954,2020.03.302020.03.30SB(2019.12)097230180111-0602507,한진중공업,180111-0602507,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
16222,2019.06.282019.04.01SB(2018.12)128540180111-0602755,에코캡,180111-0602755,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
20119,2020.03.302020.03.30SB(2019.12)128540180111-0602755,에코캡,180111-0602755,(2019.12),2019년12월31일_2020년3월24일_
15902,2019.04.022019.04.01SB(2018.12)298690180111-0605121,에어부산,180111-0605121,(2018.12),2018년12월31일_2019년3월18일_
20091,2020.03.302020.03.30SB(2019.12)298690180111-0605121,에어부산,180111-0605121,(2019.12),2019년12월31일_2020년3월19일_
21168,2020.04.062020.03.30SB(2019.12)297090180111-0611863,씨에스베어링,180111-0611863,(2019.12),2019년12월31일_2020년3월13일_
1312,2016.03.302016.03.30SB(2015.12)100250180111-0618091,진양홀딩스,180111-0618091,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
5849,2017.03.312017.03.31SB(2016.12)100250180111-0618091,진양홀딩스,180111-0618091,(2016.12),2015년12월31일_2016년12월31일_2017년3월6일_
10545,2018.04.022018.03.30SB(2017.12)100250180111-0618091,진양홀딩스,180111-0618091,(2017.12),2018년3월5일_2016년12월31일_2017년12월31일_
15533,2019.04.012019.04.01SB(2018.12)100250180111-0618091,진양홀딩스,180111-0618091,(2018.12),2018년12월31일_2017년12월31일_2019년3월4일_
20534,2020.03.302020.03.30SB(2019.12)100250180111-0618091,진양홀딩스,180111-0618091,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
2307,2016.05.242016.03.30SB(2015.12)102260180111-0633031,동성코퍼레이션,180111-0633031,(2015.12),2015년12월31일_2016년3월16일_2014년12월31일_
6513,2017.05.312017.03.31SB(2016.12)102260180111-0633031,동성코퍼레이션,180111-0633031,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
11217,2018.07.032018.04.02SB(2017.12)102260180111-0633031,동성코퍼레이션,180111-0633031,(2017.12),2018년3월20일_2016년12월31일_2017년12월31일_
16305,2019.07.242019.04.01SB(2018.12)102260180111-0633031,동성코퍼레이션,180111-0633031,(2018.12),2019년3월19일_2018년12월31일_2017년12월31일_
19380,2020.03.302020.03.30SB(2019.12)102260180111-0633031,동성코퍼레이션,180111-0633031,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
2431,2016.11.042016.03.30SB(2015.12)180111-0722850,BNK캐피탈,180111-0722850,(2015.12),2015년12월31일_2016년3월11일_2014년12월31일_
4162,2017.03.242017.03.24SB(2016.12)180111-0722850,BNK캐피탈,180111-0722850,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
9758,2018.04.022018.04.02SB(2017.12)180111-0722850,BNK캐피탈,180111-0722850,(2017.12),2017년3월9일_2018년3월14일_2016년12월31일_2017년12월31일_
13641,2019.03.212019.03.21SB(2018.12)180111-0722850,BNK캐피탈,180111-0722850,(2018.12),2018년12월31일_2019년3월8일_2017년12월31일_
21135,2020.04.022020.03.24SB(2019.12)180111-0722850,BNK캐피탈,180111-0722850,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
272,2016.03.302016.03.30SB(2015.12)138930180111-0750893,BNK금융지주,180111-0750893,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
4710,2017.03.312017.03.31SB(2016.12)138930180111-0750893,BNK금융지주,180111-0750893,(2016.12),2015년12월31일_2016년12월31일_2017년3월15일_
11196,2018.06.292018.04.02SB(2017.12)138930180111-0750893,BNK금융지주,180111-0750893,(2017.12),2018년3월15일_2016년12월31일_2017년3월15일_2017년12월31일_
14410,2019.04.012019.04.01SB(2018.12)138930180111-0750893,BNK금융지주,180111-0750893,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
18946,2020.03.302020.03.30SB(2019.12)138930180111-0750893,BNK금융지주,180111-0750893,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_2020년03월12일_
2254,2016.05.172016.03.30SB(2015.12)163560180111-0828129,동일고무벨트,180111-0828129,(2015.12),2015년12월31일_2016년3월14일_2014년12월31일_
6462,2017.05.262017.03.31SB(2016.12)163560180111-0828129,동일고무벨트,180111-0828129,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
10010,2018.04.022018.04.02SB(2017.12)163560180111-0828129,동일고무벨트,180111-0828129,(2017.12),2016년12월31일_2018년3월11일_2017년12월31일_
13897,2019.03.292019.03.29SB(2018.12)163560180111-0828129,동일고무벨트,180111-0828129,(2018.12),2018년12월31일_2019년3월15일_2018년3월11일_2017년12월31일_
19406,2020.03.302020.03.30SB(2019.12)163560180111-0828129,동일고무벨트,180111-0828129,(2019.12),2019년12월31일_2020년3월13일_
14027,2019.03.292019.03.29SB(2018.12)268600180111-0902791,셀리버리,180111-0902791,(2018.12),2018년12월31일_2019년3월11일_2017년12월31일_
19839,2020.03.302020.03.30SB(2019.12)268600180111-0902791,셀리버리,180111-0902791,(2019.12),2019년12월31일_2020년3월16일_
21294,2020.05.122020.05.12SB(2019.12)329020180111-0936766,오션스톤,180111-0936766,(2019.12),2019년12월31일_2018년12월31일_2020년2월17일_
19534,2020.03.302020.03.30SB(2019.12)180111-1108520,메드파크,180111-1108520,(2019.12),2019년12월31일_2020년3월30일_
639,2016.03.302016.03.30SB(2015.12)004000181211-0000013,롯데정밀화학,181211-0000013,(2015.12),2015년12월31일_2016년2월19일_2014년12월31일_
5093,2017.03.312017.03.31SB(2016.12)004000181211-0000013,롯데정밀화학,181211-0000013,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
10040,2018.04.022018.04.02SB(2017.12)004000181211-0000013,롯데정밀화학,181211-0000013,(2017.12),2017년3월16일_2018년3월12일_2016년12월31일_2017년12월31일_
14801,2019.04.012019.04.01SB(2018.12)004000181211-0000013,롯데정밀화학,181211-0000013,(2018.12),2018년12월31일_2017년12월31일_2019년3월13일_
19492,2020.03.302020.03.30SB(2019.12)004000181211-0000013,롯데정밀화학,181211-0000013,(2019.12),2019년12월31일_2018년12월31일_2020년3월10일_
11233,2018.07.102016.03.30SB(2015.12)009540181211-0000386,한국조선해양,181211-0000386,(2015.12),2016년3월10일_2015년12월31일_2014년12월31일_
11235,2018.07.102017.03.31SB(2016.12)009540181211-0000386,한국조선해양,181211-0000386,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
11237,2018.07.102018.04.02SB(2017.12)009540181211-0000386,한국조선해양,181211-0000386,(2017.12),2018년3월21일_2016년12월31일_2017년4월1일_2017년12월31일_
15751,2019.04.012019.04.01SB(2018.12)009540181211-0000386,한국조선해양,181211-0000386,(2018.12),2017년12월31일_2018년12월31일_2019년3월18일_
20883,2020.03.302020.03.30SB(2019.12)009540181211-0000386,한국조선해양,181211-0000386,(2019.12),2019년12월31일_2020년3월16일_2018년12월31일_
1574,2016.03.302016.03.30SB(2015.12)010100181211-0000443,한국프랜지공업,181211-0000443,(2015.12),2015년12월31일_2014년12월31일_2016년3월15일_
6116,2017.03.312017.03.31SB(2016.12)010100181211-0000443,한국프랜지공업,181211-0000443,(2016.12),2015년12월31일_2016년12월31일_2017년3월20일_
10708,2018.04.022018.04.02SB(2017.12)010100181211-0000443,한국프랜지공업,181211-0000443,(2017.12),2018년3월21일_2016년12월31일_2017년12월31일_
15767,2019.04.012019.04.01SB(2018.12)010100181211-0000443,한국프랜지공업,181211-0000443,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
20900,2020.03.302020.03.30SB(2019.12)010100181211-0000443,한국프랜지공업,181211-0000443,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
1644,2016.03.302016.03.30SB(2015.12)010620181211-0000526,현대미포조선,181211-0000526,(2015.12),2016년3월10일_2015년12월31일_2014년12월31일_
6192,2017.03.312017.03.31SB(2016.12)010620181211-0000526,현대미포조선,181211-0000526,(2016.12),2015년12월31일_2016년3월10일_2017년3월16일_2016년12월31일_
11174,2018.06.222018.04.02SB(2017.12)010620181211-0000526,현대미포조선,181211-0000526,(2017.12),2018년3월20일_2016년12월31일_2017년12월31일_
15825,2019.04.012019.04.01SB(2018.12)010620181211-0000526,현대미포조선,181211-0000526,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
20986,2020.03.302020.03.30SB(2019.12)010620181211-0000526,현대미포조선,181211-0000526,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
846,2016.03.302016.03.30SB(2015.12)033530181211-0000758,세종공업,181211-0000758,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5314,2017.03.312017.03.31SB(2016.12)033530181211-0000758,세종공업,181211-0000758,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
9250,2018.03.302018.03.30SB(2017.12)033530181211-0000758,세종공업,181211-0000758,(2017.12),2017년3월16일_2016년12월31일_2017년12월31일_2018년3월16일_
14023,2019.03.292019.03.29SB(2018.12)033530181211-0000758,세종공업,181211-0000758,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_2018년3월16일_
19825,2020.03.302020.03.30SB(2019.12)033530181211-0000758,세종공업,181211-0000758,(2019.12),2019년12월31일_2018년12월31일_2020년3월25일_
388,2016.03.302016.03.30SB(2015.12)012320181211-0000906,경동인베스트,181211-0000906,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
4829,2017.03.312017.03.31SB(2016.12)012320181211-0000906,경동인베스트,181211-0000906,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
9860,2018.04.022018.04.02SB(2017.12)012320181211-0000906,경동인베스트,181211-0000906,(2017.12),2016년11월10일_2017년4월1일_2017년2월24일_2016년12월31일_2017년12월31일_2018년3월22일_
13822,2019.03.292019.03.29SB(2018.12)012320181211-0000906,경동인베스트,181211-0000906,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
19128,2020.03.302020.03.30SB(2019.12)012320181211-0000906,경동인베스트,181211-0000906,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
2115,2016.05.162016.03.30SB(2015.12)024900181211-0000922,덕양산업,181211-0000922,(2015.12),2015년12월31일_2016년3월11일_2014년12월31일_
4993,2017.03.312017.03.31SB(2016.12)024900181211-0000922,덕양산업,181211-0000922,(2016.12),2015년12월31일_2017년3월14일_2016년12월31일_
11482,2018.10.262018.04.02SB(2017.12)024900181211-0000922,덕양산업,181211-0000922,(2017.12),2016년12월31일_2017년3월14일_2018년3월15일_2017년12월31일_
14700,2019.04.012019.04.01SB(2018.12)024900181211-0000922,덕양산업,181211-0000922,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
19359,2020.03.302020.03.30SB(2019.12)024900181211-0000922,덕양산업,181211-0000922,(2019.12),2019년12월31일_2020년3월16일_2018년12월31일_
1638,2016.03.302016.03.30SB(2015.12)170030181211-0001102,현대공업,181211-0001102,(2015.12),2015년12월31일_2016년3월11일_2014년12월31일_
6186,2017.03.312017.03.31SB(2016.12)170030181211-0001102,현대공업,181211-0001102,(2016.12),2015년12월31일_2017년3월2일_2016년12월31일_
10748,2018.04.022018.04.02SB(2017.12)170030181211-0001102,현대공업,181211-0001102,(2017.12),2017년3월2일_2016년12월31일_2017년12월31일_2018년3월9일_
15819,2019.04.012019.04.01SB(2018.12)170030181211-0001102,현대공업,181211-0001102,(2018.12),2018년12월31일_2019년3월21일_2017년12월31일_
20980,2020.03.302020.03.30SB(2019.12)170030181211-0001102,현대공업,181211-0001102,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
1398,2016.03.302016.03.30SB(2015.12)015590181211-0002275,큐로,181211-0002275,(2015.12),2015년12월31일_2016년3월17일_2015년3월19일_2014년12월31일_
5937,2017.03.312017.03.31SB(2016.12)015590181211-0002275,큐로,181211-0002275,(2016.12),2017년3월10일_2017년3월21일_2015년12월31일_2016년12월31일_2016년12월23일_
9586,2018.03.302018.03.30SB(2017.12)015590181211-0002275,큐로,181211-0002275,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
15607,2019.04.012019.04.01SB(2018.12)015590181211-0002275,큐로,181211-0002275,(2018.12),2018년12월31일_2019년2월21일_2019년3월18일_2017년12월31일_2018년3월19일_
20646,2020.03.302020.03.30SB(2019.12)015590181211-0002275,큐로,181211-0002275,(2019.12),2019년12월31일_2020년3월13일_
677,2016.03.302016.03.30SB(2015.12)009580181211-0002548,무림P&P,181211-0002548,(2015.12),2015년12월31일_2016년3월8일_2014년12월31일_
5140,2017.03.312017.03.31SB(2016.12)009580181211-0002548,무림P&P,181211-0002548,(2016.12),2015년12월31일_2017년3월14일_2016년12월31일_
10079,2018.04.022018.04.02SB(2017.12)009580181211-0002548,무림P&P,181211-0002548,(2017.12),2016년12월31일_2018년3월13일_2017년12월31일_
14857,2019.04.012019.04.01SB(2018.12)009580181211-0002548,무림P&P,181211-0002548,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
19567,2020.03.302020.03.30SB(2019.12)009580181211-0002548,무림P&P,181211-0002548,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
1045,2016.03.302016.03.30SB(2015.12)067570181211-0003421,엔브이에이치코리아,181211-0003421,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
5539,2017.03.312017.03.31SB(2016.12)067570181211-0003421,엔브이에이치코리아,181211-0003421,(2016.12),2015년12월31일_2016년12월31일_2017년3월22일_
10852,2018.04.092018.03.30SB(2017.12)067570181211-0003421,엔브이에이치코리아,181211-0003421,(2017.12),2018년3월20일_2016년12월31일_2017년12월31일_
13745,2019.03.282019.03.28SB(2018.12)067570181211-0003421,엔브이에이치코리아,181211-0003421,(2018.12),2019년3월19일_2018년12월31일_2017년12월31일_
20130,2020.03.302020.03.30SB(2019.12)067570181211-0003421,엔브이에이치코리아,181211-0003421,(2019.12),2019년12월31일_2018년12월31일_2020년3월20일_
1555,2016.03.302016.03.30SB(2015.12)017890181211-0003728,한국알콜,181211-0003728,(2015.12),2015년12월31일_2016년2월27일_2014년12월31일_
