,key,3,10,5,auditReportDate
3210,2016.03.302016.03.30CB(2015.12)039830110111-0407456,오로라,110111-0407456,(2015.12),2015년12월31일_2016년3월16일_2014년12월31일_
7816,2017.03.312017.03.31CB(2016.12)039830110111-0407456,오로라,110111-0407456,(2016.12),2015년12월31일_2016년12월31일_2017년3월23일_
12790,2018.04.022018.04.02CB(2017.12)039830110111-0407456,오로라,110111-0407456,(2017.12),2018년3월20일_2016년12월31일_2017년12월31일_
17678,2019.04.012019.04.01CB(2018.12)039830110111-0407456,오로라,110111-0407456,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
22775,2020.03.302020.03.30CB(2019.12)039830110111-0407456,오로라,110111-0407456,(2019.12),2019년12월31일_2018년12월31일_2020년3월20일_
2687,2016.03.302016.03.30CB(2015.12)024120110111-0408305,KB오토시스,110111-0408305,(2015.12),2015년12월31일_2016년3월14일_2014년12월31일_
7236,2017.03.312017.03.31CB(2016.12)024120110111-0408305,KB오토시스,110111-0408305,(2016.12),2015년12월31일_2016년12월31일_2017년3월17일_
12375,2018.04.022018.04.02CB(2017.12)024120110111-0408305,KB오토시스,110111-0408305,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
17075,2019.04.012019.04.01CB(2018.12)024120110111-0408305,KB오토시스,110111-0408305,(2018.12),2017년12월31일_2018년12월31일_2019년3월18일_
21910,2020.03.302020.03.30CB(2019.12)024120110111-0408305,KB오토시스,110111-0408305,(2019.12),2019년12월31일_2018년12월31일_2020년3월27일_
2855,2016.03.302016.03.30CB(2015.12)017680110111-0409858,데코앤이,110111-0409858,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
7414,2017.03.312017.03.31CB(2016.12)017680110111-0409858,데코앤이,110111-0409858,(2016.12),2015년12월31일_2016년12월31일_2017년3월23일_
12526,2018.04.022018.04.02CA(2017.12)017680110111-0409858,데코앤이,110111-0409858,(2017.12),2018년3월22일_2016년12월31일_2017년12월31일_
17266,2019.04.012019.04.01CB(2018.12)017680110111-0409858,데코앤이,110111-0409858,(2018.12),2018년12월31일_2018년3월22일_2017년12월31일_2019년3월21일_
22181,2020.03.302020.03.30CB(2019.12)017680110111-0409858,데코앤이,110111-0409858,(2019.12),2019년12월31일_2018년12월31일_2019년3월21일_2020년3월20일_
3440,2016.03.302016.03.30CB(2015.12)110111-0411142,파르나스호텔,110111-0411142,(2015.12),2015년12월31일_2016년3월9일_2014년12월31일_
8092,2017.03.312017.03.31CB(2016.12)110111-0411142,파르나스호텔,110111-0411142,(2016.12),2015년12월31일_2017년3월2일_2016년12월31일_
12966,2018.04.022018.04.02CB(2017.12)110111-0411142,파르나스호텔,110111-0411142,(2017.12),2016년12월31일_2017년12월31일_2018년3월6일_
6795,2017.12.292012.03.30SB(2011.12)032860110111-0412778,글로스퍼랩스,110111-0412778,(2011.12),2011년12월31일_2011년2월16일_2010년12월31일_2012년2월22일_
6796,2017.12.292013.04.01SB(2012.12)032860110111-0412778,글로스퍼랩스,110111-0412778,(2012.12),2012년11월29일_2012년12월1일_2012년12월31일_2011년12월31일_2012년12월21일_2013년3월24일_
6797,2017.12.292014.03.31SB(2013.12)032860110111-0412778,글로스퍼랩스,110111-0412778,(2013.12),2012년11월29일_2012년12월1일_2012년12월31일_2013년12월31일_2012년12월21일_2013년10월30일_2014년3월20일_
6798,2017.12.292015.03.31SB(2014.12)032860110111-0412778,글로스퍼랩스,110111-0412778,(2014.12),2015년02월06일_2015년3월13일_2013년12월31일_2014년12월31일_2014년3월20일_2015년01월07일_
6801,2017.12.292016.03.30SB(2015.12)032860110111-0412778,글로스퍼랩스,110111-0412778,(2015.12),2015년06월25일_2016년02월25일_2015년6월25일_2015년12월31일_2016년3월22일_2016년01월19일_2014년12월31일_2015년7월16일_2015년1월7일_2015년2월6일_
8650,2017.12.292017.03.31CB(2016.12)032860110111-0412778,글로스퍼랩스,110111-0412778,(2016.12),2017년3월20일_2015년12월31일_2016년12월31일_2016년2월25일_2016년4월4일_
12452,2018.04.022018.04.02CB(2017.12)032860110111-0412778,글로스퍼랩스,110111-0412778,(2017.12),2016년12월31일_2018년3월22일_2017년12월31일_2017년3월20일_
16672,2019.03.292019.03.29CB(2018.12)032860110111-0412778,글로스퍼랩스,110111-0412778,(2018.12),2018년12월31일_2019년3월20일_
22050,2020.03.302020.03.30CB(2019.12)032860110111-0412778,글로스퍼랩스,110111-0412778,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
3087,2016.03.302016.03.30CB(2015.12)032710110111-0412926,신한카드,110111-0412926,(2015.12),2016년3월9일_2015년12월31일_2014년12월31일_
7678,2017.03.312017.03.31CB(2016.12)032710110111-0412926,신한카드,110111-0412926,(2016.12),2015년12월31일_2016년12월31일_2017년3월7일_
12696,2018.04.022018.04.02CB(2017.12)032710110111-0412926,신한카드,110111-0412926,(2017.12),2016년12월31일_2017년12월31일_2018년3월6일_
17535,2019.04.012019.04.01CB(2018.12)032710110111-0412926,신한카드,110111-0412926,(2018.12),2018년12월31일_2019년3월11일_2017년12월31일_
21698,2020.03.262020.03.26CB(2019.12)032710110111-0412926,신한카드,110111-0412926,(2019.12),2020년3월5일_2018년12월31일_2019년12월31일_
3824,2016.05.162016.03.30CB(2015.12)018670110111-0413247,SK가스,110111-0413247,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
7275,2017.03.312017.03.31CB(2016.12)018670110111-0413247,SK가스,110111-0413247,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
13351,2018.07.042018.03.30CB(2017.12)018670110111-0413247,SK가스,110111-0413247,(2017.12),2016년12월31일_2018년3월8일_2017년12월31일_
17126,2019.04.012019.04.01CB(2018.12)018670110111-0413247,SK가스,110111-0413247,(2018.12),2019년3월19일_2018년12월31일_2017년12월31일_
21969,2020.03.302020.03.30CB(2019.12)018670110111-0413247,SK가스,110111-0413247,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
3408,2016.03.302016.03.30CB(2015.12)031820110111-0414126,콤텍시스템,110111-0414126,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
11591,2018.01.042017.03.31CB(2016.12)031820110111-0414126,콤텍시스템,110111-0414126,(2016.12),2015년12월31일_2017년3월14일_2016년12월31일_
12944,2018.04.022018.04.02CB(2017.12)031820110111-0414126,콤텍시스템,110111-0414126,(2017.12),2018년3월21일_2016년12월31일_2017년12월31일_
15603,2019.04.012019.04.01SB(2018.12)031820110111-0414126,콤텍시스템,110111-0414126,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
20641,2020.03.302020.03.30SB(2019.12)031820110111-0414126,콤텍시스템,110111-0414126,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
2954,2016.03.302016.03.30CB(2015.12)038460110111-0414302,바이오스마트,110111-0414302,(2015.12),2015년12월31일_2016년3월14일_2014년12월31일_
8402,2017.05.252017.03.31CB(2016.12)038460110111-0414302,바이오스마트,110111-0414302,(2016.12),2015년12월31일_2017년3월13일_2016년12월31일_
12605,2018.04.022018.04.02CB(2017.12)038460110111-0414302,바이오스마트,110111-0414302,(2017.12),2016년12월31일_2017년3월13일_2018년3월12일_2017년12월31일_
18109,2019.04.022019.04.01CB(2018.12)038460110111-0414302,바이오스마트,110111-0414302,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
22357,2020.03.302020.03.30CB(2019.12)038460110111-0414302,바이오스마트,110111-0414302,(2019.12),2019년12월31일_2018년12월31일_2020년3월6일_
1812,2016.04.272016.03.30SB(2015.12)110111-0414344,케이티파워텔,110111-0414344,(2015.12),2015년12월31일_2016년3월16일_2014년12월31일_
5891,2017.03.312017.03.31SB(2016.12)110111-0414344,케이티파워텔,110111-0414344,(2016.12),2015년12월31일_2016년12월31일_2017년3월21일_
10568,2018.04.022018.04.02SB(2017.12)110111-0414344,케이티파워텔,110111-0414344,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
15568,2019.04.012019.04.01SB(2018.12)110111-0414344,케이티파워텔,110111-0414344,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
20589,2020.03.302020.03.30SB(2019.12)110111-0414344,케이티파워텔,110111-0414344,(2019.12),2019년12월31일_2018년12월31일_2020년3월9일_
2809,2016.03.302016.03.30CB(2015.12)023590110111-0414758,다우기술,110111-0414758,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
7370,2017.03.312017.03.31CB(2016.12)023590110111-0414758,다우기술,110111-0414758,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
12489,2018.04.022018.04.02CB(2017.12)023590110111-0414758,다우기술,110111-0414758,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
18253,2019.05.082019.04.01CB(2018.12)023590110111-0414758,다우기술,110111-0414758,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
22114,2020.03.302020.03.30CB(2019.12)023590110111-0414758,다우기술,110111-0414758,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
228,2016.03.292016.03.29SB(2015.12)033030110111-0418940,지오엠씨,110111-0418940,(2015.12),2015년12월31일_2016년2월20일_2014년12월31일_
4625,2017.03.302017.03.30SB(2016.12)033030110111-0418940,지오엠씨,110111-0418940,(2016.12),2015년12월31일_2016년12월31일_2017년3월22일_
10539,2018.04.022018.04.02SB(2017.12)033030110111-0418940,지오엠씨,110111-0418940,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
15524,2019.04.012019.04.01SB(2018.12)033030110111-0418940,지오엠씨,110111-0418940,(2018.12),2018년12월31일_2019년3월26일_2017년12월31일_
20522,2020.03.302020.03.30SB(2019.12)033030110111-0418940,지오엠씨,110111-0418940,(2019.12),2019년12월31일_2018년12월31일_2020년3월20일_
3388,2016.03.302016.03.30CB(2015.12)033110110111-0424129,코너스톤네트웍스,110111-0424129,(2015.12),2015년12월31일_2016년2월12일_2014년12월31일_
18277,2019.05.172017.03.30CB(2016.12)033110110111-0424129,코너스톤네트웍스,110111-0424129,(2016.12),2017년3월14일_2017년3월17일_2015년12월31일_2017년3월20일_2016년12월31일_
18279,2019.05.172018.04.02CB(2017.12)033110110111-0424129,코너스톤네트웍스,110111-0424129,(2017.12),2018년3월21일_2016년12월31일_2017년12월31일_
21622,2020.01.102019.04.01CB(2018.12)033110110111-0424129,코너스톤네트웍스,110111-0424129,(2018.12),2018년12월31일_2019년3월27일_2017년12월31일_2018년3월21일_
23068,2020.03.302020.03.30CB(2019.12)033110110111-0424129,코너스톤네트웍스,110111-0424129,(2019.12),2019년12월31일_2020년3월20일_2019년12월27일_
4054,2016.11.152016.03.30CB(2015.12)014190110111-0425432,원익큐브,110111-0425432,(2015.12),2015년12월31일_2016년2월29일_2014년12월31일_
7129,2017.03.302017.03.30CB(2016.12)014190110111-0425432,원익큐브,110111-0425432,(2016.12),2015년12월31일_2016년12월31일_2017년2월20일_
13091,2018.04.032018.04.02CB(2017.12)014190110111-0425432,원익큐브,110111-0425432,(2017.12),2016년12월31일_2018년3월13일_2017년12월31일_2017년2월20일_
21638,2020.01.152019.04.01CB(2018.12)014190110111-0425432,원익큐브,110111-0425432,(2018.12),2018년12월31일_2017년12월31일_2019년3월13일_
22834,2020.03.302020.03.30CB(2019.12)014190110111-0425432,원익큐브,110111-0425432,(2019.12),2019년12월31일_2018년12월31일_2020년3월16일_
3130,2016.03.302016.04.29CB(2015.12)110111-0425606,아주산업,110111-0425606,(2015.12),2015년12월31일_2016년4월29일_2014년12월31일_
7731,2017.03.312017.05.02CB(2016.12)110111-0425606,아주산업,110111-0425606,(2016.12),2015년12월31일_2016년12월31일_2017년4월28일_
12726,2018.04.022018.04.30CB(2017.12)110111-0425606,아주산업,110111-0425606,(2017.12),2018년4월30일_2016년12월31일_2017년12월31일_
17578,2019.04.012019.04.30CB(2018.12)110111-0425606,아주산업,110111-0425606,(2018.12),2018년12월31일_2019년4월30일_2017년12월31일_
22635,2020.03.302020.04.29CB(2019.12)110111-0425606,아주산업,110111-0425606,(2019.12),2019년12월31일_2018년12월31일_2020년4월29일_
2526,2016.03.252016.03.25CB(2015.12)025770110111-0426688,한국정보통신,110111-0426688,(2015.12),2015년12월31일_2016년2월18일_2014년12월31일_
6881,2017.03.172017.03.17CB(2016.12)025770110111-0426688,한국정보통신,110111-0426688,(2016.12),2015년12월31일_2017년2월15일_2016년12월31일_
11702,2018.03.282018.03.28CB(2017.12)025770110111-0426688,한국정보통신,110111-0426688,(2017.12),2016년12월31일_2017년12월31일_2018년2월14일_
17997,2019.04.012019.04.01CB(2018.12)025770110111-0426688,한국정보통신,110111-0426688,(2018.12),2018년12월31일_2019년2월19일_2017년12월31일_
21841,2020.03.272020.03.27CB(2019.12)025770110111-0426688,한국정보통신,110111-0426688,(2019.12),2019년12월31일_2018년12월31일_2020년2월20일_
2003,2016.05.132016.03.30SB(2015.12)224810110111-0427074,엄지하우스,110111-0427074,(2015.12),2015년12월31일_2016년3월11일_2014년12월31일_
5463,2017.03.312017.03.31SB(2016.12)224810110111-0427074,엄지하우스,110111-0427074,(2016.12),2017년3월23일_2015년12월31일_2015년1월1일_2016년12월31일_2016년3월11일_
9339,2018.03.302018.03.30SB(2017.12)224810110111-0427074,엄지하우스,110111-0427074,(2017.12),2017년3월23일_2018년3월14일_2016년12월31일_2017년12월31일_
15173,2019.04.012019.04.01SB(2018.12)224810110111-0427074,엄지하우스,110111-0427074,(2018.12),2018년12월31일_2017년12월31일_2019년3월4일_
21231,2020.04.162020.03.30SB(2019.12)224810110111-0427074,엄지하우스,110111-0427074,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
3623,2016.03.312016.03.30CB(2015.12)032560110111-0504195,황금에스티,110111-0504195,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
8269,2017.03.312017.03.31CB(2016.12)032560110111-0504195,황금에스티,110111-0504195,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
12340,2018.03.302018.03.30CB(2017.12)032560110111-0504195,황금에스티,110111-0504195,(2017.12),2016년12월31일_2018년3월15일_2017년12월31일_
17039,2019.03.292019.03.29CB(2018.12)032560110111-0504195,황금에스티,110111-0504195,(2018.12),2019년3월16일_2018년12월31일_
23369,2020.03.302020.03.30CB(2019.12)032560110111-0504195,황금에스티,110111-0504195,(2019.12),2019년12월31일_2019년3월16일_2018년12월31일_2020년3월19일_
2709,2016.03.302016.03.30CB(2015.12)034310110111-0505614,NICE,110111-0505614,(2015.12),2015년12월31일_2016년3월17일_2014년12월31일_
7261,2017.03.312017.03.31CB(2016.12)034310110111-0505614,NICE,110111-0505614,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
12402,2018.04.022018.04.02CB(2017.12)034310110111-0505614,NICE,110111-0505614,(2017.12),2018년3월22일_2016년12월31일_2017년12월31일_
17107,2019.04.012019.04.01CB(2018.12)034310110111-0505614,NICE,110111-0505614,(2018.12),2018년12월31일_2019년3월26일_2017년12월31일_
21949,2020.03.302020.03.30CB(2019.12)034310110111-0505614,NICE,110111-0505614,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
2603,2016.03.292016.03.29CB(2015.12)110111-0509342,아이비케이캐피탈,110111-0509342,(2015.12),2015년12월31일_2016년3월9일_2014년12월31일_
7092,2017.03.302017.03.30CB(2016.12)110111-0509342,아이비케이캐피탈,110111-0509342,(2016.12),2015년12월31일_2016년12월31일_2017년3월10일_
12045,2018.03.302018.03.30CB(2017.12)110111-0509342,아이비케이캐피탈,110111-0509342,(2017.12),2016년12월31일_2017년12월31일_2018년3월16일_
16830,2019.03.292019.03.29CB(2018.12)110111-0509342,아이비케이캐피탈,110111-0509342,(2018.12),2018년12월31일_2019년3월12일_2017년12월31일_
22613,2020.03.302020.03.30CB(2019.12)110111-0509342,아이비케이캐피탈,110111-0509342,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
723,2016.03.302016.03.30SB(2015.12)018290110111-0509872,브이티지엠피,110111-0509872,(2015.12),2015년11월20일_2015년12월31일_2015년3월19일_2012년11월20일_2016년3월18일_2017년12월31일_2012년11월2일_2014년12월31일_2012년7월24일_
4463,2017.03.302017.03.30SB(2016.12)018290110111-0509872,브이티지엠피,110111-0509872,(2016.12),2015년12월31일_2016년12월31일_2017년3월20일_
12615,2018.04.022018.04.02CB(2017.12)018290110111-0509872,브이티지엠피,110111-0509872,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_2017년3월20일_
17409,2019.04.012019.04.01CB(2018.12)018290110111-0509872,브이티지엠피,110111-0509872,(2018.12),2019년3월19일_2018년12월31일_2017년12월31일_
22382,2020.03.302020.03.30CB(2019.12)018290110111-0509872,브이티지엠피,110111-0509872,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
151,2016.03.292016.03.29SB(2015.12)120240110111-0510415,대정화금,110111-0510415,(2015.12),2016년3월10일_2015년12월31일_2014년12월31일_
4974,2017.03.312017.03.31SB(2016.12)120240110111-0510415,대정화금,110111-0510415,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
9057,2018.03.302018.03.30SB(2017.12)120240110111-0510415,대정화금,110111-0510415,(2017.12),2017년3월16일_2016년12월31일_2018년3월13일_2017년12월31일_
14676,2019.04.012019.04.01SB(2018.12)120240110111-0510415,대정화금,110111-0510415,(2018.12),2019년2월28일_2018년12월31일_2017년12월31일_
19327,2020.03.302020.03.30SB(2019.12)120240110111-0510415,대정화금,110111-0510415,(2019.12),2019년12월31일_2018년12월31일_2020년3월13일_
2553,2016.03.292016.03.29CB(2015.12)019550110111-0511273,SBI인베스트먼트,110111-0511273,(2015.12),2015년12월31일_2014년3월19일_2015년3월18일_2016년3월17일_2013년12월31일_2014년12월31일_
6929,2017.03.292017.03.29CB(2016.12)019550110111-0511273,SBI인베스트먼트,110111-0511273,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
11802,2018.03.302018.03.30CB(2017.12)019550110111-0511273,SBI인베스트먼트,110111-0511273,(2017.12),2017년3월16일_2018년3월20일_2016년12월31일_2017년12월31일_
14484,2019.04.012019.04.01SB(2018.12)019550110111-0511273,SBI인베스트먼트,110111-0511273,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
18687,2020.03.272020.03.27SB(2019.12)019550110111-0511273,SBI인베스트먼트,110111-0511273,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
3196,2016.03.302016.03.30CB(2015.12)019590110111-0512049,엠벤처투자,110111-0512049,(2015.12),2016년03월21일_2015년12월31일_2016년3월21일_2014년12월31일_
7800,2017.03.312017.03.31CB(2016.12)019590110111-0512049,엠벤처투자,110111-0512049,(2016.12),2015년12월31일_2016년12월31일_2017년03월22일_2017년3월22일_
13510,2018.10.262018.04.02CB(2017.12)019590110111-0512049,엠벤처투자,110111-0512049,(2017.12),2018년3월21일_2016년12월31일_2017년3월22일_2017년12월31일_
17662,2019.04.012019.04.01CB(2018.12)019590110111-0512049,엠벤처투자,110111-0512049,(2018.12),2018년12월31일_2019년3월19일_
21782,2020.03.272020.03.27CB(2019.12)019590110111-0512049,엠벤처투자,110111-0512049,(2019.12),2019년12월31일_2020년3월12일_
1265,2016.03.302016.03.30SB(2015.12)033100110111-0513633,제룡전기,110111-0513633,(2015.12),2015년12월31일_2016년3월14일_2014년12월31일_
5784,2017.03.312017.03.31SB(2016.12)033100110111-0513633,제룡전기,110111-0513633,(2016.12),2015년12월31일_2016년12월31일_2017년3월7일_
10501,2018.04.022018.04.02SB(2017.12)033100110111-0513633,제룡전기,110111-0513633,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
15476,2019.04.012019.04.01SB(2018.12)033100110111-0513633,제룡전기,110111-0513633,(2018.12),2018년12월31일_2017년12월31일_2019년3월13일_
20455,2020.03.302020.03.30SB(2019.12)033100110111-0513633,제룡전기,110111-0513633,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
6443,2017.05.252017.03.31SB(2016.12)019660110111-0514011,글로본,110111-0514011,(2016.12),2017년3월14일_2016년3월31일_2016년12월31일_
11061,2018.06.122018.04.02SB(2017.12)019660110111-0514011,글로본,110111-0514011,(2017.12),2016년12월31일_2018년3월15일_2017년12월31일_
13836,2019.03.292019.03.29SB(2018.12)019660110111-0514011,글로본,110111-0514011,(2018.12),2018년12월31일_2019년3월15일_2017년12월31일_
19175,2020.03.302020.03.30SB(2019.12)019660110111-0514011,글로본,110111-0514011,(2019.12),2019년12월31일_2020년3월18일_2018년12월31일_
2812,2016.03.302016.03.30CB(2015.12)019680110111-0514029,대교,110111-0514029,(2015.12),2015년12월31일_2016년3월3일_2014년12월31일_
7012,2017.03.302017.03.30CB(2016.12)019680110111-0514029,대교,110111-0514029,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
12491,2018.04.022018.04.02CB(2017.12)019680110111-0514029,대교,110111-0514029,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_
17220,2019.04.012019.04.01CB(2018.12)019680110111-0514029,대교,110111-0514029,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
22117,2020.03.302020.03.30CB(2019.12)019680110111-0514029,대교,110111-0514029,(2019.12),2019년12월31일_2018년12월31일_2020년3월12일_
2648,2016.03.292016.03.29CB(2015.12)003280110111-0515275,흥아해운,110111-0515275,(2015.12),2015년12월31일_2016년3월7일_2014년12월31일_
8284,2017.03.312017.03.31CB(2016.12)003280110111-0515275,흥아해운,110111-0515275,(2016.12),2015년12월31일_2016년12월31일_2017년3월7일_
12347,2018.03.302018.03.30CB(2017.12)003280110111-0515275,흥아해운,110111-0515275,(2017.12),2018년3월15일_2016년12월31일_2017년12월31일_2017년3월7일_2018년03월15일_
18530,2019.11.202019.04.01CB(2018.12)003280110111-0515275,흥아해운,110111-0515275,(2018.12),2019년03월19일_2019년3월19일_2018년12월31일_2017년12월31일_
23493,2020.04.092020.04.09CB(2019.12)003280110111-0515275,흥아해운,110111-0515275,(2019.12),2020년3월19일_2019년3월19일_2019년12월31일_2018년12월31일_2020년4월9일_2020년04월09일_2020년3월10일_
3192,2016.03.302016.03.30CB(2015.12)110111-0516695,엘지씨엔에스,110111-0516695,(2015.12),2015년12월31일_2016년3월4일_2014년12월31일_
6958,2017.03.292017.03.29CB(2016.12)110111-0516695,엘지씨엔에스,110111-0516695,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
11747,2018.03.292018.03.29CB(2017.12)110111-0516695,엘지씨엔에스,110111-0516695,(2017.12),2018년3월14일_2016년12월31일_2017년12월31일_
17658,2019.04.012019.04.01CB(2018.12)110111-0516695,엘지씨엔에스,110111-0516695,(2018.12),2018년12월31일_2019년3월14일_2017년12월31일_
22743,2020.03.302020.03.30CB(2019.12)110111-0516695,엘지씨엔에스,110111-0516695,(2019.12),2019년12월31일_2018년12월31일_2020년3월17일_
3026,2016.03.302016.03.30CB(2015.12)019770110111-0519003,서연탑메탈,110111-0519003,(2015.12),2015년12월31일_2016년2월29일_2014년12월31일_
7604,2017.03.312017.03.31CB(2016.12)019770110111-0519003,서연탑메탈,110111-0519003,(2016.12),2015년12월31일_2017년3월3일_2016년12월31일_
12654,2018.04.022018.04.02CB(2017.12)019770110111-0519003,서연탑메탈,110111-0519003,(2017.12),2018년3월2일_2016년12월31일_2017년12월31일_
17466,2019.04.012019.04.01CB(2018.12)019770110111-0519003,서연탑메탈,110111-0519003,(2018.12),2018년12월31일_2019년3월11일_2017년12월31일_
22465,2020.03.302020.03.30CB(2019.12)019770110111-0519003,서연탑메탈,110111-0519003,(2019.12),2019년12월31일_2018년12월31일_2020년3월11일_
2285,2016.05.192016.03.29SB(2015.12)110111-0519970,하나캐피탈,110111-0519970,(2015.12),2015년12월31일_2016년3월4일_2014년12월31일_
4319,2017.03.292017.03.17SB(2016.12)110111-0519970,하나캐피탈,110111-0519970,(2016.12),2015년12월31일_2017년3월2일_2016년12월31일_
9666,2018.03.302018.03.30SB(2017.12)110111-0519970,하나캐피탈,110111-0519970,(2017.12),2016년12월31일_2017년12월31일_2018년3월9일_
14342,2019.03.292019.03.29SB(2018.12)110111-0519970,하나캐피탈,110111-0519970,(2018.12),2019년3월6일_2018년12월31일_2017년12월31일_
23225,2020.03.302020.03.30CB(2019.12)110111-0519970,하나캐피탈,110111-0519970,(2019.12),2019년12월31일_2018년12월31일_2020년3월5일_
3191,2016.03.302016.03.30CB(2015.12)010120110111-0520076,엘에스일렉트릭,110111-0520076,(2015.12),2015년12월31일_2016년3월10일_2014년12월31일_
7795,2017.03.312017.03.31CB(2016.12)010120110111-0520076,엘에스일렉트릭,110111-0520076,(2016.12),2015년12월31일_2017년3월9일_2016년12월31일_
12093,2018.03.302018.03.30CB(2017.12)010120110111-0520076,엘에스일렉트릭,110111-0520076,(2017.12),2018년3월12일_2016년12월31일_2017년12월31일_
17655,2019.04.012019.04.01CB(2018.12)010120110111-0520076,엘에스일렉트릭,110111-0520076,(2018.12),2018년12월31일_2019년3월18일_2017년12월31일_
22740,2020.03.302020.03.30CB(2019.12)010120110111-0520076,엘에스일렉트릭,110111-0520076,(2019.12),2019년12월31일_2018년12월31일_2020년3월16일_
3188,2016.03.302016.03.30CB(2015.12)048830110111-0522311,엔피케이,110111-0522311,(2015.12),2015년12월31일_2016년3월22일_2014년12월31일_
7791,2017.03.312017.03.30CB(2016.12)048830110111-0522311,엔피케이,110111-0522311,(2016.12),2015년12월31일_2016년12월31일_2017년3월20일_
11745,2018.03.292018.03.29CB(2017.12)048830110111-0522311,엔피케이,110111-0522311,(2017.12),2018년3월19일_2016년12월31일_2017년12월31일_
16610,2019.03.282019.03.28CB(2018.12)048830110111-0522311,엔피케이,110111-0522311,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
21781,2020.03.272020.03.27CB(2019.12)048830110111-0522311,엔피케이,110111-0522311,(2019.12),2019년12월31일_2020년3월12일_
3030,2016.03.302016.03.30CB(2015.12)046890110111-0522436,서울반도체,110111-0522436,(2015.12),2015년12월31일_2014년12월31일_2016년3월15일_
7607,2017.03.312017.03.31CB(2016.12)046890110111-0522436,서울반도체,110111-0522436,(2016.12),2015년12월31일_2017년3월16일_2016년12월31일_
12657,2018.04.022018.04.02CB(2017.12)046890110111-0522436,서울반도체,110111-0522436,(2017.12),2017년12월31일_2016년12월31일_2018년3월20일_
17469,2019.04.012019.04.01CB(2018.12)046890110111-0522436,서울반도체,110111-0522436,(2018.12),2018년12월31일_2019년3월20일_2017년12월31일_
22469,2020.03.302020.03.30CB(2019.12)046890110111-0522436,서울반도체,110111-0522436,(2019.12),2019년12월31일_2018년12월31일_2020년3월19일_
1394,2016.03.302016.03.30SB(2015.12)052330110111-0522494,코텍,110111-0522494,(2015.12),2015년12월31일_2016년3월2일_2014년12월31일_
4642,2017.03.302017.03.30SB(2016.12)052330110111-0522494,코텍,110111-0522494,(2016.12),2015년12월31일_2017년3월3일_2016년12월31일_
8912,2018.03.292018.03.29SB(2017.12)052330110111-0522494,코텍,110111-0522494,(2017.12),2018년2월21일_2016년12월31일_2017년12월31일_
14277,2019.03.292019.03.29SB(2018.12)052330110111-0522494,코텍,110111-0522494,(2018.12),2018년12월31일_2017년12월31일_2019년2월21일_
23099,2020.03.302020.03.30CB(2019.12)052330110111-0522494,코텍,110111-0522494,(2019.12),2019년12월31일_2018년12월31일_2020년2월27일_2019년2월21일_
2587,2016.03.292016.03.29CB(2015.12)011390110111-0522618,부산산업,110111-0522618,(2015.12),2015년12월31일_2016년03월15일_2016년3월15일_2014년12월31일_
7061,2017.03.302017.03.30CB(2016.12)011390110111-0522618,부산산업,110111-0522618,(2016.12),2017년03월14일_2017년3월14일_2015년12월31일_2016년12월31일_
11947,2018.03.302018.03.30CB(2017.12)011390110111-0522618,부산산업,110111-0522618,(2017.12),2018년03월19일_2016년12월31일_2017년12월31일_2018년3월19일_
